시도,시군구,관광명소수,음식점수,쇼핑점수,인구수
강원도,강릉시,22,703,69,213189
강원도,강릉시,31,95,7,213189
강원도,강릉시,25,16,5,213189
강원도,강릉시,20,38,3,213189
강원도,강릉시,38,200,30,213189
강원도,강릉시,13,101,22,213189
강원도,강릉시,30,131,17,213189
강원도,강릉시,41,156,30,213189
강원도,강릉시,6,157,15,213189
강원도,강릉시,6,528,29,213189
강원도,강릉시,1,359,23,213189
강원도,강릉시,1,508,15,213189
강원도,강릉시,7,121,16,213189
강원도,강릉시,1,407,26,213189
강원도,강릉시,4,257,20,213189
강원도,강릉시,13,235,12,213189
강원도,강릉시,3,99,14,213189
강원도,강릉시,4,195,18,213189
강원도,강릉시,14,216,35,213189
강원도,강릉시,3,244,30,213189
강원도,강릉시,31,209,26,213189
강원도,고성군,10,211,20,26798
강원도,고성군,29,186,30,26798
강원도,고성군,15,77,21,26798
강원도,고성군,24,143,23,26798
강원도,고성군,29,215,23,26798
강원도,동해시,11,731,38,90560
강원도,동해시,3,128,15,90560
강원도,동해시,3,376,35,90560
강원도,동해시,6,116,21,90560
강원도,동해시,5,94,16,90560
강원도,동해시,2,133,27,90560
강원도,동해시,5,164,28,90560
강원도,동해시,13,179,31,90560
강원도,동해시,21,52,22,90560
강원도,동해시,18,64,14,90560
강원도,삼척시,21,208,32,65409
강원도,삼척시,17,238,21,65409
강원도,삼척시,43,168,30,65409
강원도,삼척시,5,22,9,65409
강원도,삼척시,2,9,2,65409
강원도,삼척시,9,17,4,65409
강원도,삼척시,11,12,8,65409
강원도,삼척시,3,32,3,65409
강원도,삼척시,5,429,35,65409
강원도,삼척시,11,224,19,65409
강원도,삼척시,6,142,21,65409
강원도,삼척시,5,173,25,65409
강원도,속초시,9,180,18,82636
강원도,속초시,8,214,11,82636
강원도,속초시,11,412,31,82636
강원도,속초시,,272,21,82636
강원도,속초시,14,617,46,82636
강원도,속초시,7,320,26,82636
강원도,속초시,8,231,26,82636
강원도,속초시,32,465,31,82636
강원도,양구군,45,387,35,22350
강원도,양구군,8,65,10,22350
강원도,양구군,10,39,10,22350
강원도,양구군,7,36,8,22350
강원도,양구군,6,24,5,22350
강원도,양양군,24,315,36,27926
강원도,양양군,40,78,9,27926
강원도,양양군,8,88,6,27926
강원도,양양군,17,95,24,27926
강원도,양양군,24,142,18,27926
강원도,양양군,23,285,34,27926
강원도,영월군,41,495,80,38710
강원도,영월군,6,19,6,38710
강원도,영월군,8,16,6,38710
강원도,영월군,14,53,13,38710
강원도,영월군,4,37,6,38710
강원도,영월군,10,21,6,38710
강원도,영월군,9,43,12,38710
강원도,영월군,15,113,18,38710
강원도,영월군,14,30,5,38710
강원도,원주시,12,447,28,353928
강원도,원주시,35,210,26,353928
강원도,원주시,21,52,20,353928
강원도,원주시,19,264,16,353928
강원도,원주시,24,50,9,353928
강원도,원주시,25,42,4,353928
강원도,원주시,23,234,18,353928
강원도,원주시,26,177,13,353928
강원도,원주시,28,114,17,353928
강원도,원주시,4,407,26,353928
강원도,원주시,,97,15,353928
강원도,원주시,2,255,24,353928
강원도,원주시,7,151,18,353928
강원도,원주시,,197,26,353928
강원도,원주시,4,906,52,353928
강원도,원주시,3,228,23,353928
강원도,원주시,3,75,15,353928
강원도,원주시,3,940,39,353928
강원도,원주시,3,333,31,353928
강원도,원주시,9,72,13,353928
강원도,원주시,8,314,25,353928
강원도,원주시,6,165,20,353928
강원도,원주시,16,119,8,353928
강원도,원주시,5,550,37,353928
강원도,원주시,6,638,33,353928
강원도,인제군,25,275,34,31623
강원도,인제군,9,121,10,31623
강원도,인제군,52,343,30,31623
강원도,인제군,17,134,21,31623
강원도,인제군,5,92,18,31623
강원도,인제군,15,48,10,31623
강원도,정선군,32,303,46,36937
강원도,정선군,6,193,26,36937
강원도,정선군,13,223,26,36937
강원도,정선군,15,68,15,36937
강원도,정선군,9,88,22,36937
강원도,정선군,14,47,11,36937
강원도,정선군,14,80,17,36937
강원도,정선군,23,39,12,36937
강원도,정선군,12,51,16,36937
강원도,철원군,4,61,15,44706
강원도,철원군,4,41,10,44706
강원도,철원군,12,358,43,44706
강원도,철원군,29,432,33,44706
강원도,철원군,7,228,28,44706
강원도,철원군,8,28,9,44706
강원도,철원군,1,,,44706
강원도,춘천시,13,171,23,282544
강원도,춘천시,6,302,15,282544
강원도,춘천시,10,35,3,282544
강원도,춘천시,15,81,7,282544
강원도,춘천시,9,22,,282544
강원도,춘천시,33,151,13,282544
강원도,춘천시,17,56,11,282544
강원도,춘천시,17,18,3,282544
강원도,춘천시,14,377,16,282544
강원도,춘천시,22,214,23,282544
강원도,춘천시,1,93,12,282544
강원도,춘천시,1,153,19,282544
강원도,춘천시,5,159,17,282544
강원도,춘천시,17,160,19,282544
강원도,춘천시,6,304,31,282544
강원도,춘천시,3,275,19,282544
강원도,춘천시,,127,14,282544
강원도,춘천시,2,294,24,282544
강원도,춘천시,4,84,6,282544
강원도,춘천시,2,333,26,282544
강원도,춘천시,,282,11,282544
강원도,춘천시,10,786,44,282544
강원도,춘천시,6,783,47,282544
강원도,춘천시,20,381,27,282544
강원도,춘천시,6,277,30,282544
강원도,태백시,4,197,22,42800
강원도,태백시,6,77,15,42800
강원도,태백시,11,256,28,42800
강원도,태백시,7,222,21,42800
강원도,태백시,24,110,39,42800
강원도,태백시,4,101,13,42800
강원도,태백시,8,39,12,42800
강원도,태백시,7,44,13,42800
강원도,평창군,27,196,29,41665
강원도,평창군,8,35,17,41665
강원도,평창군,10,34,10,41665
강원도,평창군,15,121,17,41665
강원도,평창군,32,277,28,41665
강원도,평창군,10,118,8,41665
강원도,평창군,39,281,24,41665
강원도,평창군,36,320,18,41665
강원도,홍천군,42,894,79,69192
강원도,홍천군,24,79,10,69192
강원도,홍천군,4,67,9,69192
강원도,홍천군,14,34,11,69192
강원도,홍천군,25,63,9,69192
강원도,홍천군,20,55,15,69192
강원도,홍천군,24,154,19,69192
강원도,홍천군,32,210,30,69192
강원도,홍천군,23,57,16,69192
강원도,홍천군,12,57,13,69192
강원도,화천군,28,293,38,24868
강원도,화천군,11,61,11,24868
강원도,화천군,6,27,5,24868
강원도,화천군,11,111,16,24868
강원도,화천군,44,215,19,24868
강원도,횡성군,41,463,43,46533
강원도,횡성군,21,114,7,46533
강원도,횡성군,11,61,8,46533
강원도,횡성군,23,211,11,46533
강원도,횡성군,18,35,11,46533
강원도,횡성군,8,31,6,46533
강원도,횡성군,18,46,7,46533
강원도,횡성군,5,49,8,46533
강원도,횡성군,11,19,4,46533
경기도,가평군,45,600,58,62495
경기도,가평군,27,307,24,62495
경기도,가평군,44,430,57,62495
경기도,가평군,45,192,23,62495
경기도,가평군,29,249,24,62495
경기도,가평군,52,103,25,62495
경기도,고양시 덕양구,3,185,25,476341
경기도,고양시 덕양구,5,251,10,476341
경기도,고양시 덕양구,5,344,18,476341
경기도,고양시 덕양구,4,397,31,476341
경기도,고양시 덕양구,3,87,20,476341
경기도,고양시 덕양구,27,75,4,476341
경기도,고양시 덕양구,1,226,13,476341
경기도,고양시 덕양구,12,311,24,476341
경기도,고양시 덕양구,17,344,34,476341
경기도,고양시 덕양구,13,326,35,476341
경기도,고양시 덕양구,3,165,15,476341
경기도,고양시 덕양구,3,364,23,476341
경기도,고양시 덕양구,,366,20,476341
경기도,고양시 덕양구,9,339,36,476341
경기도,고양시 덕양구,,152,18,476341
경기도,고양시 덕양구,1,346,31,476341
경기도,고양시 덕양구,3,305,33,476341
경기도,고양시 덕양구,5,89,17,476341
경기도,고양시 덕양구,3,29,7,476341
경기도,고양시 일산동구,4,329,23,298725
경기도,고양시 일산동구,2,349,37,298725
경기도,고양시 일산동구,7,416,30,298725
경기도,고양시 일산동구,7,368,25,298725
경기도,고양시 일산동구,2,511,28,298725
경기도,고양시 일산동구,,326,23,298725
경기도,고양시 일산동구,2,195,21,298725
경기도,고양시 일산동구,1,196,27,298725
경기도,고양시 일산동구,4,120,19,298725
경기도,고양시 일산동구,9,1375,41,298725
경기도,고양시 일산동구,15,301,44,298725
경기도,고양시 일산서구,1,161,14,302981
경기도,고양시 일산서구,1,264,30,302981
경기도,고양시 일산서구,1,173,40,302981
경기도,고양시 일산서구,2,418,30,302981
경기도,고양시 일산서구,2,170,26,302981
경기도,고양시 일산서구,,191,38,302981
경기도,고양시 일산서구,2,530,34,302981
경기도,고양시 일산서구,24,409,33,302981
경기도,고양시 일산서구,8,420,55,302981
경기도,과천시,5,80,3,62026
경기도,과천시,3,57,5,62026
경기도,과천시,2,184,9,62026
경기도,과천시,,22,15,62026
경기도,과천시,8,110,11,62026
경기도,과천시,27,55,6,62026
경기도,광명시,,52,11,300092
경기도,광명시,3,118,15,300092
경기도,광명시,4,226,19,300092
경기도,광명시,,250,16,300092
경기도,광명시,1,156,23,300092
경기도,광명시,,120,9,300092
경기도,광명시,3,70,20,300092
경기도,광명시,,51,10,300092
경기도,광명시,1,124,18,300092
경기도,광명시,2,385,23,300092
경기도,광명시,1,72,10,300092
경기도,광명시,5,243,11,300092
경기도,광명시,1,53,10,300092
경기도,광명시,1,191,19,300092
경기도,광명시,,68,9,300092
경기도,광명시,1,301,20,300092
경기도,광명시,2,398,27,300092
경기도,광명시,5,68,5,300092
경기도,광주시,14,867,85,381324
경기도,광주시,11,439,53,381324
경기도,광주시,9,534,40,381324
경기도,광주시,17,178,22,381324
경기도,광주시,15,273,21,381324
경기도,광주시,9,51,4,381324
경기도,광주시,12,237,6,381324
경기도,광주시,3,642,52,381324
경기도,광주시,11,571,49,381324
경기도,광주시,5,519,42,381324
경기도,구리시,2,238,16,197608
경기도,구리시,5,343,31,197608
경기도,구리시,2,213,27,197608
경기도,구리시,14,268,30,197608
경기도,구리시,3,70,17,197608
경기도,구리시,2,684,40,197608
경기도,구리시,3,439,36,197608
경기도,구리시,3,314,29,197608
경기도,군포시,2,552,61,274309
경기도,군포시,1,421,45,274309
경기도,군포시,,386,26,274309
경기도,군포시,,95,17,274309
경기도,군포시,1,294,33,274309
경기도,군포시,,89,10,274309
경기도,군포시,,37,16,274309
경기도,군포시,5,27,14,274309
경기도,군포시,1,40,14,274309
경기도,군포시,5,126,13,274309
경기도,군포시,3,594,48,274309
경기도,김포시,5,487,54,469340
경기도,김포시,6,335,23,469340
경기도,김포시,6,585,58,469340
경기도,김포시,7,409,51,469340
경기도,김포시,17,210,24,469340
경기도,김포시,6,199,33,469340
경기도,김포시,7,439,67,469340
경기도,김포시,,271,20,469340
경기도,김포시,4,468,34,469340
경기도,김포시,3,330,42,469340
경기도,김포시,1,518,20,469340
경기도,김포시,,380,10,469340
경기도,김포시,,50,6,469340
경기도,김포시,3,287,22,469340
경기도,남양주시,21,702,69,230273
경기도,남양주시,21,1115,83,230273
경기도,남양주시,29,1287,128,230273
경기도,남양주시,11,310,42,230273
경기도,남양주시,7,590,42,230273
경기도,남양주시,2,256,20,230273
경기도,남양주시,14,292,21,230273
경기도,남양주시,31,148,17,230273
경기도,남양주시,26,135,8,230273
경기도,남양주시,,7,1,230273
경기도,남양주시,3,371,21,230273
경기도,남양주시,4,500,41,230273
경기도,남양주시,5,279,34,230273
경기도,남양주시,3,65,20,230273
경기도,남양주시,3,425,29,230273
경기도,남양주시,4,254,24,230273
경기도,남양주시,10,744,44,230273
경기도,동두천시,9,118,22,94199
경기도,동두천시,2,175,30,94199
경기도,동두천시,2,168,18,94199
경기도,동두천시,3,36,5,94199
경기도,동두천시,20,426,39,94199
경기도,동두천시,3,405,21,94199
경기도,동두천시,18,155,27,94199
경기도,동두천시,9,45,11,94199
경기도,부천시,,23,3,819990
경기도,부천시,,3,,819990
경기도,부천시,,4,3,819990
경기도,부천시,,10,3,819990
경기도,부천시,,7,6,819990
경기도,부천시,11,1370,100,819990
경기도,부천시,17,1285,131,819990
경기도,부천시,1,662,58,819990
경기도,부천시,,19,5,819990
경기도,부천시,,2,3,819990
경기도,부천시,,17,2,819990
경기도,부천시,,8,3,819990
경기도,부천시,,4,3,819990
경기도,부천시,5,1732,93,819990
경기도,부천시,14,1163,78,819990
경기도,부천시,13,880,106,819990
경기도,부천시,6,504,68,819990
경기도,부천시,,7,5,819990
경기도,부천시,,3,,819990
경기도,부천시,,12,,819990
경기도,부천시,4,622,68,819990
경기도,부천시,5,659,83,819990
경기도,부천시,,7,1,819990
경기도,부천시,5,1065,143,819990
경기도,부천시,,21,10,819990
경기도,부천시,,9,5,819990
경기도,성남시 분당구,4,44,10,482614
경기도,성남시 분당구,1,384,15,482614
경기도,성남시 분당구,1,42,11,482614
경기도,성남시 분당구,1,103,13,482614
경기도,성남시 분당구,1,298,18,482614
경기도,성남시 분당구,2,574,11,482614
경기도,성남시 분당구,,21,9,482614
경기도,성남시 분당구,,44,11,482614
경기도,성남시 분당구,9,803,40,482614
경기도,성남시 분당구,2,152,20,482614
경기도,성남시 분당구,2,80,21,482614
경기도,성남시 분당구,2,71,8,482614
경기도,성남시 분당구,,534,17,482614
경기도,성남시 분당구,,49,11,482614
경기도,성남시 분당구,2,218,31,482614
경기도,성남시 분당구,2,145,8,482614
경기도,성남시 분당구,,565,12,482614
경기도,성남시 분당구,3,238,10,482614
경기도,성남시 분당구,2,312,23,482614
경기도,성남시 분당구,1,237,16,482614
경기도,성남시 분당구,2,343,24,482614
경기도,성남시 분당구,3,185,9,482614
경기도,성남시 수정구,2,237,17,242157
경기도,성남시 수정구,1,140,26,242157
경기도,성남시 수정구,1,248,21,242157
경기도,성남시 수정구,2,176,25,242157
경기도,성남시 수정구,9,170,22,242157
경기도,성남시 수정구,1,153,18,242157
경기도,성남시 수정구,,88,19,242157
경기도,성남시 수정구,1,164,20,242157
경기도,성남시 수정구,3,200,24,242157
경기도,성남시 수정구,1,76,13,242157
경기도,성남시 수정구,3,133,19,242157
경기도,성남시 수정구,,105,8,242157
경기도,성남시 수정구,3,180,10,242157
경기도,성남시 수정구,1,323,14,242157
경기도,성남시 수정구,3,25,2,242157
경기도,성남시 수정구,8,81,2,242157
경기도,성남시 수정구,2,86,4,242157
경기도,성남시 중원구,3,847,54,215975
경기도,성남시 중원구,,205,15,215975
경기도,성남시 중원구,1,149,13,215975
경기도,성남시 중원구,1,381,30,215975
경기도,성남시 중원구,6,22,4,215975
경기도,성남시 중원구,8,189,20,215975
경기도,성남시 중원구,3,329,36,215975
경기도,성남시 중원구,1,173,38,215975
경기도,성남시 중원구,2,226,31,215975
경기도,성남시 중원구,6,146,13,215975
경기도,성남시 중원구,1,203,19,215975
경기도,수원시 권선구,,40,7,369150
경기도,수원시 권선구,2,301,43,369150
경기도,수원시 권선구,1,258,48,369150
경기도,수원시 권선구,5,398,53,369150
경기도,수원시 권선구,3,458,54,369150
경기도,수원시 권선구,1,331,24,369150
경기도,수원시 권선구,3,435,24,369150
경기도,수원시 권선구,4,212,17,369150
경기도,수원시 권선구,4,535,36,369150
경기도,수원시 권선구,,271,22,369150
경기도,수원시 권선구,,427,35,369150
경기도,수원시 권선구,5,86,9,369150
경기도,수원시 영통구,,152,11,369146
경기도,수원시 영통구,,190,19,369146
경기도,수원시 영통구,1,533,34,369146
경기도,수원시 영통구,,210,24,369146
경기도,수원시 영통구,1,466,33,369146
경기도,수원시 영통구,3,98,20,369146
경기도,수원시 영통구,1,306,16,369146
경기도,수원시 영통구,1,819,36,369146
경기도,수원시 영통구,,8,,369146
경기도,수원시 영통구,,153,12,369146
경기도,수원시 영통구,,85,12,369146
경기도,수원시 영통구,6,530,24,369146
경기도,수원시 영통구,5,181,10,369146
경기도,수원시 장안구,10,300,33,274148
경기도,수원시 장안구,5,428,39,274148
경기도,수원시 장안구,1,236,19,274148
경기도,수원시 장안구,1,309,37,274148
경기도,수원시 장안구,2,298,27,274148
경기도,수원시 장안구,8,513,48,274148
경기도,수원시 장안구,4,300,22,274148
경기도,수원시 장안구,6,272,26,274148
경기도,수원시 장안구,1,101,12,274148
경기도,수원시 장안구,7,313,38,274148
경기도,수원시 팔달구,6,144,26,174709
경기도,수원시 팔달구,8,614,43,174709
경기도,수원시 팔달구,,83,17,174709
경기도,수원시 팔달구,5,256,36,174709
경기도,수원시 팔달구,5,197,24,174709
경기도,수원시 팔달구,2,107,33,174709
경기도,수원시 팔달구,1,313,35,174709
경기도,수원시 팔달구,,224,19,174709
경기도,수원시 팔달구,13,1256,76,174709
경기도,수원시 팔달구,37,425,49,174709
경기도,시흥시,7,605,57,497925
경기도,시흥시,5,619,71,497925
경기도,시흥시,2,73,16,497925
경기도,시흥시,2,252,20,497925
경기도,시흥시,5,89,16,497925
경기도,시흥시,5,396,25,497925
경기도,시흥시,2,247,28,497925
경기도,시흥시,9,319,25,497925
경기도,시흥시,5,746,98,497925
경기도,시흥시,2,607,34,497925
경기도,시흥시,1,370,41,497925
경기도,시흥시,13,610,38,497925
경기도,시흥시,,146,15,497925
경기도,시흥시,,582,34,497925
경기도,시흥시,3,101,15,497925
경기도,시흥시,4,268,22,497925
경기도,시흥시,2,155,10,497925
경기도,시흥시,3,142,13,497925
경기도,안산시 단원구,1,444,57,303868
경기도,안산시 단원구,,157,23,303868
경기도,안산시 단원구,4,743,39,303868
경기도,안산시 단원구,7,1168,44,303868
경기도,안산시 단원구,6,276,62,303868
경기도,안산시 단원구,,140,20,303868
경기도,안산시 단원구,1,217,22,303868
경기도,안산시 단원구,6,792,62,303868
경기도,안산시 단원구,,121,11,303868
경기도,안산시 단원구,1,371,45,303868
경기도,안산시 단원구,,438,41,303868
경기도,안산시 단원구,24,456,30,303868
경기도,안산시 상록구,7,209,36,350342
경기도,안산시 상록구,3,622,52,350342
경기도,안산시 상록구,3,341,40,350342
경기도,안산시 상록구,,251,33,350342
경기도,안산시 상록구,2,227,18,350342
경기도,안산시 상록구,6,417,47,350342
경기도,안산시 상록구,,267,25,350342
경기도,안산시 상록구,,358,35,350342
경기도,안산시 상록구,3,201,26,350342
경기도,안산시 상록구,5,403,59,350342
경기도,안산시 상록구,2,128,19,350342
경기도,안산시 상록구,3,213,24,350342
경기도,안산시 상록구,6,139,13,350342
경기도,안성시,16,638,57,186853
경기도,안성시,18,70,12,186853
경기도,안성시,13,134,13,186853
경기도,안성시,22,57,7,186853
경기도,안성시,7,105,15,186853
경기도,안성시,4,272,25,186853
경기도,안성시,18,153,14,186853
경기도,안성시,13,218,9,186853
경기도,안성시,18,231,21,186853
경기도,안성시,25,231,22,186853
경기도,안성시,14,67,3,186853
경기도,안성시,8,35,4,186853
경기도,안성시,10,289,28,186853
경기도,안성시,1,458,26,186853
경기도,안성시,5,465,31,186853
경기도,안양시 동안구,4,49,7,311349
경기도,안양시 동안구,2,66,10,311349
경기도,안양시 동안구,8,195,19,311349
경기도,안양시 동안구,,71,9,311349
경기도,안양시 동안구,,82,13,311349
경기도,안양시 동안구,1,426,44,311349
경기도,안양시 동안구,1,614,14,311349
경기도,안양시 동안구,,371,29,311349
경기도,안양시 동안구,2,132,16,311349
경기도,안양시 동안구,2,30,17,311349
경기도,안양시 동안구,2,266,25,311349
경기도,안양시 동안구,2,188,15,311349
경기도,안양시 동안구,,195,22,311349
경기도,안양시 동안구,,204,22,311349
경기도,안양시 동안구,2,405,21,311349
경기도,안양시 동안구,2,123,18,311349
경기도,안양시 동안구,,76,13,311349
경기도,안양시 만안구,3,404,15,239947
경기도,안양시 만안구,11,297,35,239947
경기도,안양시 만안구,3,248,23,239947
경기도,안양시 만안구,3,268,20,239947
경기도,안양시 만안구,11,183,21,239947
경기도,안양시 만안구,2,223,32,239947
경기도,안양시 만안구,,155,14,239947
경기도,안양시 만안구,4,106,11,239947
경기도,안양시 만안구,8,79,17,239947
경기도,안양시 만안구,19,207,28,239947
경기도,안양시 만안구,3,191,31,239947
경기도,안양시 만안구,1,99,20,239947
경기도,안양시 만안구,,223,19,239947
경기도,안양시 만안구,1,105,15,239947
경기도,양주시,14,400,31,230273
경기도,양주시,7,181,33,230273
경기도,양주시,13,216,29,230273
경기도,양주시,8,324,29,230273
경기도,양주시,58,326,22,230273
경기도,양주시,11,110,9,230273
경기도,양주시,6,682,48,230273
경기도,양주시,2,239,26,230273
경기도,양주시,4,354,37,230273
경기도,양주시,3,291,22,230273
경기도,양주시,6,260,13,230273
경기도,양평군,25,615,50,118778
경기도,양평군,15,121,6,118778
경기도,양평군,14,92,8,118778
경기도,양평군,19,234,18,118778
경기도,양평군,22,180,15,118778
경기도,양평군,28,161,17,118778
경기도,양평군,28,52,9,118778
경기도,양평군,10,69,11,118778
경기도,양평군,19,62,12,118778
경기도,양평군,17,63,12,118778
경기도,양평군,42,380,43,118778
경기도,양평군,16,88,6,118778
경기도,여주시,8,297,26,111636
경기도,여주시,9,83,6,111636
경기도,여주시,15,51,10,111636
경기도,여주시,9,81,12,111636
경기도,여주시,10,57,10,111636
경기도,여주시,14,103,13,111636
경기도,여주시,11,80,7,111636
경기도,여주시,14,72,5,111636
경기도,여주시,7,63,9,111636
경기도,여주시,14,568,45,111636
경기도,여주시,8,444,40,111636
경기도,여주시,13,296,21,111636
경기도,연천군,15,153,30,43531
경기도,연천군,15,500,43,43531
경기도,연천군,7,56,16,43531
경기도,연천군,7,115,22,43531
경기도,연천군,3,70,12,43531
경기도,연천군,7,37,6,43531
경기도,연천군,7,5,4,43531
경기도,연천군,7,107,16,43531
경기도,연천군,1,,1,43531
경기도,연천군,3,11,1,43531
경기도,오산시,4,453,48,229591
경기도,오산시,2,560,39,229591
경기도,오산시,5,495,48,229591
경기도,오산시,8,250,19,229591
경기도,오산시,3,93,14,229591
경기도,오산시,7,925,78,229591
경기도,용인시 기흥구,2,284,36,440764
경기도,용인시 기흥구,2,304,31,440764
경기도,용인시 기흥구,,17,,440764
경기도,용인시 기흥구,,7,1,440764
경기도,용인시 기흥구,2,584,36,440764
경기도,용인시 기흥구,23,420,43,440764
경기도,용인시 기흥구,,20,1,440764
경기도,용인시 기흥구,4,192,19,440764
경기도,용인시 기흥구,,193,17,440764
경기도,용인시 기흥구,,202,18,440764
경기도,용인시 기흥구,4,214,20,440764
경기도,용인시 기흥구,,13,,440764
경기도,용인시 기흥구,,40,,440764
경기도,용인시 기흥구,,12,1,440764
경기도,용인시 기흥구,7,604,41,440764
경기도,용인시 기흥구,1,149,20,440764
경기도,용인시 기흥구,3,472,32,440764
경기도,용인시 수지구,3,445,29,375947
경기도,용인시 수지구,1,216,29,375947
경기도,용인시 수지구,4,196,13,375947
경기도,용인시 수지구,3,428,37,375947
경기도,용인시 수지구,3,127,26,375947
경기도,용인시 수지구,13,379,28,375947
경기도,용인시 수지구,1,249,18,375947
경기도,용인시 수지구,1,182,20,375947
경기도,용인시 수지구,3,227,21,375947
경기도,용인시 처인구,31,589,54,258079
경기도,용인시 처인구,17,328,37,258079
경기도,용인시 처인구,19,336,34,258079
경기도,용인시 처인구,26,219,21,258079
경기도,용인시 처인구,22,126,16,258079
경기도,용인시 처인구,25,197,17,258079
경기도,용인시 처인구,17,397,32,258079
경기도,용인시 처인구,9,671,41,258079
경기도,용인시 처인구,9,493,30,258079
경기도,용인시 처인구,2,225,28,258079
경기도,용인시 처인구,8,226,19,258079
경기도,의왕시,4,160,16,163978
경기도,의왕시,9,307,24,163978
경기도,의왕시,3,239,45,163978
경기도,의왕시,2,184,16,163978
경기도,의왕시,1,169,26,163978
경기도,의왕시,13,315,19,163978
경기도,의정부시,12,1014,68,460390
경기도,의정부시,7,660,38,460390
경기도,의정부시,2,250,24,460390
경기도,의정부시,21,252,20,460390
경기도,의정부시,6,344,36,460390
경기도,의정부시,5,148,14,460390
경기도,의정부시,3,355,28,460390
경기도,의정부시,2,409,30,460390
경기도,의정부시,6,350,37,460390
경기도,의정부시,1,749,44,460390
경기도,의정부시,,64,,460390
경기도,의정부시,7,437,33,460390
경기도,의정부시,1,509,48,460390
경기도,의정부시,10,334,51,460390
경기도,의정부시,2,96,11,460390
경기도,이천시,14,324,36,219525
경기도,이천시,12,614,51,219525
경기도,이천시,20,145,19,219525
경기도,이천시,17,105,17,219525
경기도,이천시,5,101,11,219525
경기도,이천시,17,305,21,219525
경기도,이천시,2,102,17,219525
경기도,이천시,14,85,12,219525
경기도,이천시,6,59,7,219525
경기도,이천시,11,34,4,219525
경기도,이천시,6,573,35,219525
경기도,이천시,4,352,35,219525
경기도,이천시,5,475,35,219525
경기도,이천시,15,276,31,219525
경기도,파주시,21,812,52,464453
경기도,파주시,10,228,36,464453
경기도,파주시,21,260,29,464453
경기도,파주시,9,312,50,464453
경기도,파주시,9,243,20,464453
경기도,파주시,21,584,30,464453
경기도,파주시,27,355,56,464453
경기도,파주시,9,91,14,464453
경기도,파주시,11,252,17,464453
경기도,파주시,2,3,,464453
경기도,파주시,5,1,,464453
경기도,파주시,,1,,464453
경기도,파주시,10,718,56,464453
경기도,파주시,2,365,14,464453
경기도,파주시,2,206,46,464453
경기도,파주시,15,664,50,464453
경기도,파주시,5,469,23,464453
경기도,파주시,,274,16,464453
경기도,파주시,1,518,33,464453
경기도,평택시,16,456,49,534343
경기도,평택시,5,627,49,534343
경기도,평택시,5,709,53,534343
경기도,평택시,5,321,26,534343
경기도,평택시,16,177,26,534343
경기도,평택시,7,97,16,534343
경기도,평택시,8,174,16,534343
경기도,평택시,4,89,15,534343
경기도,평택시,7,149,15,534343
경기도,평택시,5,318,41,534343
경기도,평택시,1,848,62,534343
경기도,평택시,6,165,15,534343
경기도,평택시,2,84,7,534343
경기도,평택시,10,288,26,534343
경기도,평택시,4,31,12,534343
경기도,평택시,6,164,27,534343
경기도,평택시,1,930,47,534343
경기도,평택시,1,133,19,534343
경기도,평택시,7,233,18,534343
경기도,평택시,7,786,44,534343
경기도,평택시,3,445,53,534343
경기도,평택시,,205,9,534343
경기도,평택시,3,290,33,534343
경기도,포천시,22,900,70,147477
경기도,포천시,19,127,12,147477
경기도,포천시,12,191,13,147477
경기도,포천시,15,219,35,147477
경기도,포천시,25,238,21,147477
경기도,포천시,6,32,7,147477
경기도,포천시,14,156,15,147477
경기도,포천시,13,304,33,147477
경기도,포천시,31,259,29,147477
경기도,포천시,22,310,48,147477
경기도,포천시,15,49,10,147477
경기도,포천시,8,69,9,147477
경기도,포천시,6,471,35,147477
경기도,포천시,3,265,40,147477
경기도,하남시,13,193,15,291075
경기도,하남시,2,293,21,291075
경기도,하남시,2,333,47,291075
경기도,하남시,,127,20,291075
경기도,하남시,2,218,24,291075
경기도,하남시,2,248,19,291075
경기도,하남시,,166,11,291075
경기도,하남시,3,115,12,291075
경기도,하남시,,42,4,291075
경기도,하남시,7,96,6,291075
경기도,하남시,5,65,9,291075
경기도,하남시,3,305,10,291075
경기도,하남시,,228,9,291075
경기도,화성시,11,878,82,853106
경기도,화성시,10,367,36,853106
경기도,화성시,15,1286,89,853106
경기도,화성시,11,666,48,853106
경기도,화성시,8,131,18,853106
경기도,화성시,7,122,11,853106
경기도,화성시,1,197,17,853106
경기도,화성시,16,249,19,853106
경기도,화성시,28,372,37,853106
경기도,화성시,12,460,50,853106
경기도,화성시,7,296,30,853106
경기도,화성시,3,127,20,853106
경기도,화성시,10,330,34,853106
경기도,화성시,,56,1,853106
경기도,화성시,1,635,34,853106
경기도,화성시,,218,13,853106
경기도,화성시,,186,21,853106
경기도,화성시,1,309,24,853106
경기도,화성시,5,79,13,853106
경기도,화성시,15,234,32,853106
경기도,화성시,2,1212,37,853106
경기도,화성시,,210,18,853106
경기도,화성시,,284,24,853106
경기도,화성시,,152,14,853106
경기도,화성시,3,467,14,853106
경기도,화성시,2,318,9,853106
경기도,화성시,5,217,11,853106
경기도,화성시,1,64,2,853106
경상남도,거제시,22,260,24,245956
경상남도,거제시,26,113,13,245956
경상남도,거제시,19,90,11,245956
경상남도,거제시,27,110,16,245956
경상남도,거제시,17,29,7,245956
경상남도,거제시,23,219,26,245956
